Time,Tissue Displacement,Pressure,Temperature,Piston Displacement,Opening Diameter,Battery Voltage,Charging,deformation,pressureApplied,IAP,stress,force,strain,elasticity
1352368,25,92.86,24.49,0,60,0.05,Unplugged,-1,-0.06,0.04,0.25,88.83,-16.67,-0.02|
1352618,27,93.08,24.49,0,60,0.05,Unplugged,-2,-0.06,0.05,0.32,112.15,-33.33,-0.01|
1352868,27,93.3,24.49,0,60,0.05,Unplugged,-1,-0.06,0.04,0.25,89.09,-16.67,-0.02|
1353118,26,93.51,24.49,0,60,0.05,Unplugged,-1,-0.06,0.04,0.25,87.64,-16.67,-0.01|
1353368,26,93.71,24.49,0,60,0.05,Unplugged,-2,-0.06,0.05,0.31,110.23,-33.33,-0.01|
1353618,25,93.91,24.49,0,60,0.05,Unplugged,-2,-0.06,0.04,0.31,108.88,-33.33,-0.01|
1353868,26,94.1,24.49,0,60,0.05,Unplugged,-2,-0.06,0.05,0.32,111.44,-33.33,-0.01|
1354118,26,94.28,24.49,0,60,0.05,Unplugged,-1,-0.06,0.04,0.27,93.73,-16.67,-0.02|
1354368,25,94.45,24.49,0,60,0.05,Unplugged,-3,-0.06,0.05,0.36,128.62,-50,-0.01|
1354618,25,94.62,24.5,0,60,0.05,Unplugged,-3,-0.06,0.05,0.35,124.89,-50,-0.01|
1354868,26,94.79,24.5,0,60,0.05,Unplugged,-1,-0.09,0.05,0.35,125.38,-16.67,-0.02|
1355118,26,94.95,24.5,0,60,0.05,Unplugged,8,-0.08,0.09,0.62,218.06,133.33,0.00|
1355368,29,95.1,24.49,0,60,0.05,Unplugged,9,0.69,-0.74,-5.38,-1901.78,150,-0.04|
1355618,26,95.25,24.49,0,60,0.05,Unplugged,8,2.57,-2.78,-20.13,-7119.94,133.33,-0.15|
1355868,26,95.4,24.49,0,60,0.04,Unplugged,9,3.48,-3.72,-26.98,-9543.08,150,-0.18|
1356118,27,95.54,24.49,0,60,0.05,Unplugged,8,3.87,-4.17,-30.23,-10691.22,133.33,-0.23|
1356368,29,95.67,24.49,0,60,0.05,Unplugged,10,3.93,-4.18,-30.22,-10688.77,166.67,-0.18|
1356618,25,95.81,24.49,0,60,0.05,Unplugged,8,3.81,-4.11,-29.82,-10548.11,133.33,-0.22|
1356868,27,95.94,24.49,0,60,0.04,Unplugged,7,3.58,-3.91,-28.38,-10038.73,116.67,-0.24|
1357118,26,96.06,24.49,0,60,0.05,Unplugged,6,3.29,-3.64,-26.52,-9378.52,100,-0.27|
1357368,26,96.19,24.49,0,60,0.05,Unplugged,6,2.96,-3.28,-23.88,-8444.13,100,-0.24|
1357618,29,96.31,24.49,0,60,0.05,Unplugged,8,2.64,-2.84,-20.62,-7293.03,133.33,-0.15|
1357868,26,96.43,24.49,0,60,0.05,Unplugged,8,2.33,-2.52,-18.25,-6455.31,133.33,-0.14|
1358118,27,96.54,24.49,0,60,0.05,Unplugged,7,2.07,-2.26,-16.4,-5801.89,116.67,-0.14|
1358368,27,96.65,24.5,0,60,0.05,Unplugged,6,1.84,-2.04,-14.81,-5239.08,100,-0.15|
1358618,25,96.76,24.5,0,60,0.05,Unplugged,5,1.64,-1.85,-13.52,-4782.3,83.33,-0.16|
1358868,28,96.86,24.5,0,60,0.05,Unplugged,6,1.47,-1.62,-11.81,-4178.44,100,-0.12|
1359118,27,96.96,24.5,0,60,0.05,Unplugged,4,1.31,-1.53,-11.24,-3975.98,66.67,-0.17|
1359368,29,97.06,24.5,0,60,0.05,Unplugged,6,1.17,-1.3,-9.47,-3347.61,100,-0.09|
1359618,29,97.16,24.5,0,60,0.05,Unplugged,3,1.05,-1.31,-9.64,-3408.92,50,-0.19|
1359868,30,97.25,24.5,0,60,0.05,Unplugged,4,0.94,-1.11,-8.1,-2864.77,66.67,-0.12|
1360118,29,97.34,24.5,0,60,0.05,Unplugged,4,0.85,-0.99,-7.25,-2565.29,66.67,-0.11|
1360368,29,97.43,24.5,0,60,0.05,Unplugged,2,0.76,-1.07,-7.99,-2827.38,33.33,-0.24|
1360618,27,97.52,24.5,0,60,0.05,Unplugged,3,0.68,-0.85,-6.24,-2208.18,50,-0.12|
1360868,29,97.6,24.5,0,60,0.05,Unplugged,4,0.61,-0.72,-5.27,-1863.28,66.67,-0.08|
1361118,27,97.69,24.5,0,60,0.05,Unplugged,2,0.56,-0.79,-5.87,-2074.74,33.33,-0.18|
1361368,28,97.77,24.5,0,60,0.05,Unplugged,1,0.5,-1.21,-9.36,-3309.63,16.67,-0.56|
1361618,27,97.84,24.5,0,60,0.05,Unplugged,2,0.46,-0.64,-4.81,-1700.32,33.33,-0.14|
1361868,29,97.92,24.5,0,60,0.05,Unplugged,1,0.41,-0.98,-7.61,-2692.47,16.67,-0.46|
1362118,26,97.99,24.5,0,60,0.05,Unplugged,1,0.37,-0.88,-6.83,-2415.44,16.67,-0.41|
1362368,26,98.06,24.5,0,60,0.04,Unplugged,1,0.33,-0.79,-6.09,-2155.04,16.67,-0.37|
1362618,28,98.13,24.5,0,60,0.04,Unplugged,-1,0.29,-0.18,-1.21,-426.44,-16.67,0.07|
1362868,29,98.2,24.5,0,60,0.05,Unplugged,0,0.26,-0.26,-1.84,-651.96,0,inf|
1363118,27,98.27,24.5,0,60,0.04,Unplugged,2,0.22,-0.32,-2.37,-837.81,33.33,-0.07|
1363368,30,98.34,24.5,0,60,0.05,Unplugged,-2,0.2,-0.15,-1.07,-377.31,-33.33,0.03|
1363618,28,98.4,24.5,0,60,0.05,Unplugged,0,0.17,-0.17,-1.24,-437.56,0,inf|
1363868,30,98.46,24.5,0,60,0.05,Unplugged,-1,0.14,-0.09,-0.59,-210.26,-16.67,0.04|
1364118,30,98.52,24.5,0,60,0.05,Unplugged,1,0.12,-0.3,-2.3,-814,16.67,-0.14|
1364368,28,98.58,24.5,0,60,0.05,Unplugged,-1,0.11,-0.07,-0.44,-155.25,-16.67,0.03|
1364618,29,98.64,24.5,0,60,0.05,Unplugged,-1,0.09,-0.06,-0.36,-128.99,-16.67,0.02|
1364868,28,98.7,24.5,0,60,0.05,Unplugged,1,0.07,-0.16,-1.28,-452.68,16.67,-0.08|
1365118,28,98.75,24.5,0,60,0.05,Unplugged,-3,0.06,-0.05,-0.35,-125.3,-50,0.01|
1365368,29,98.81,24.5,0,60,0.05,Unplugged,-1,0.05,-0.03,-0.22,-78.27,-16.67,0.01|
1365618,27,98.86,24.5,0,60,0.04,Unplugged,-3,0.05,-0.04,-0.27,-94.79,-50,0.01|
1365868,30,98.91,24.5,0,60,0.04,Unplugged,-1,0.03,-0.02,-0.12,-41.35,-16.67,0.01|
1366118,29,98.96,24.5,0,60,0.05,Unplugged,-1,0.01,0,-0.03,-10.27,-16.67,0.00|
1366368,29,99,24.5,0,60,0.04,Unplugged,1,-0.01,0.02,0.16,55.96,16.67,0.01|
1366618,29,99.05,24.5,0,60,0.04,Unplugged,-2,-0.02,0.02,0.11,38.12,-33.33,-0.00|
1366868,30,99.1,24.51,0,60,0.04,Unplugged,-1,-0.03,0.02,0.12,42.69,-16.67,-0.01|
1367118,29,99.14,24.51,0,60,0.04,Unplugged,-1,-0.04,0.02,0.15,54.06,-16.67,-0.01|
1367368,31,99.18,24.51,0,60,0.04,Unplugged,0,-0.04,0.04,0.3,106.69,0,inf|
1367618,29,99.22,24.5,0,60,0.04,Unplugged,-1,-0.05,0.03,0.19,66.98,-16.67,-0.01|
1367868,30,99.26,24.51,0,60,0.05,Unplugged,-1,-0.05,0.03,0.2,69.35,-16.67,-0.01|
1368118,30,99.3,24.51,0,60,0.04,Unplugged,-1,-0.05,0.03,0.2,72.39,-16.67,-0.01|
1368368,30,99.33,24.5,0,60,0.05,Unplugged,0,-0.05,0.05,0.37,131.44,0,inf|
1368618,30,99.37,24.51,0,60,0.04,Unplugged,-1,-0.06,0.04,0.25,87.96,-16.67,-0.01|
1368868,29,99.4,24.51,0,60,0.05,Unplugged,-4,-0.07,0.06,0.46,161.42,-66.67,-0.01|
1369118,30,99.44,24.51,0,60,0.04,Unplugged,7,-0.09,0.1,0.7,245.85,116.67,0.01|
1369368,29,99.47,24.51,0,60,0.04,Unplugged,9,0.81,-0.87,-6.31,-2231.47,150,-0.04|
1369618,32,99.5,24.5,0,60,0.04,Unplugged,10,2.7,-2.87,-20.76,-7342.86,166.67,-0.12|
1369868,29,99.53,24.5,0,60,0.05,Unplugged,9,3.83,-4.1,-29.67,-10494.81,150,-0.20|
1370118,31,99.56,24.5,0,60,0.05,Unplugged,9,4.33,-4.63,-33.54,-11862.81,150,-0.22|
1370368,30,99.59,24.5,0,60,0.04,Unplugged,9,4.46,-4.77,-34.52,-12209.62,150,-0.23|
1370618,31,99.62,24.5,0,60,0.05,Unplugged,8,4.36,-4.7,-34.08,-12052.02,133.33,-0.26|
1370868,30,99.64,24.5,0,60,0.04,Unplugged,7,4.12,-4.49,-32.64,-11545.07,116.67,-0.28|
1371118,28,99.67,24.5,0,60,0.04,Unplugged,9,3.8,-4.07,-29.47,-10421.29,150,-0.20|
1371368,30,99.69,24.5,0,60,0.04,Unplugged,6,3.45,-3.82,-27.79,-9829.75,100,-0.28|
1371618,30,99.72,24.5,0,60,0.04,Unplugged,7,3.08,-3.36,-24.38,-8623.67,116.67,-0.21|
1371868,28,99.74,24.51,0,60,0.04,Unplugged,6,2.71,-3.01,-21.87,-7734.02,100,-0.22|
1372118,29,99.76,24.51,0,60,0.04,Unplugged,8,2.38,-2.56,-18.58,-6569.71,133.33,-0.14|
1372368,30,99.79,24.51,0,60,0.04,Unplugged,4,2.08,-2.43,-17.83,-6305.31,66.67,-0.27|
1372618,32,99.81,24.51,0,60,0.04,Unplugged,7,1.83,-1.99,-14.46,-5113.53,116.67,-0.12|
1372868,31,99.82,24.51,0,60,0.04,Unplugged,6,1.61,-1.78,-12.98,-4589.18,100,-0.13|
1373118,30,99.84,24.51,0,60,0.04,Unplugged,6,1.43,-1.58,-11.51,-4071.46,100,-0.12|
1373368,29,99.86,24.51,0,60,0.04,Unplugged,6,1.27,-1.4,-10.21,-3610.47,100,-0.10|
1373618,30,99.88,24.51,0,60,0.04,Unplugged,5,1.13,-1.27,-9.3,-3288.29,83.33,-0.11|
1373868,30,99.9,24.51,0,60,0.04,Unplugged,5,1,-1.14,-8.29,-2932.24,83.33,-0.10|
1374118,31,99.91,24.51,0,60,0.04,Unplugged,4,0.89,-1.05,-7.67,-2713.26,66.67,-0.12|
1374368,32,99.93,24.51,0,60,0.04,Unplugged,3,0.8,-1,-7.36,-2602.58,50,-0.15|
1374618,30,99.95,24.51,0,60,0.04,Unplugged,3,0.73,-0.9,-6.64,-2347.83,50,-0.13|
1374868,31,99.96,24.51,0,60,0.03,Unplugged,2,0.66,-0.93,-6.92,-2447.29,33.33,-0.21|
1375118,30,99.97,24.51,0,60,0.03,Unplugged,2,0.59,-0.83,-6.2,-2192.4,33.33,-0.19|
1375368,29,99.99,24.51,0,60,0.04,Unplugged,1,0.53,-1.27,-9.85,-3482.55,16.67,-0.59|
1375618,29,100,24.51,0,60,0.04,Unplugged,2,0.48,-0.68,-5.07,-1794.24,33.33,-0.15|
1375868,32,100.01,24.51,0,60,0.04,Unplugged,2,0.43,-0.61,-4.57,-1615.07,33.33,-0.14|
1376118,29,100.02,24.51,0,60,0.04,Unplugged,1,0.38,-0.92,-7.14,-2524.01,16.67,-0.43|
1376368,31,100.04,24.51,0,60,0.04,Unplugged,-1,0.34,-0.22,-1.43,-505.24,-16.67,0.09|
1376618,28,100.04,24.51,0,60,0.04,Unplugged,1,0.31,-0.73,-5.68,-2010.11,16.67,-0.34|
1376868,30,100.05,24.51,0,60,0.04,Unplugged,-1,0.28,-0.18,-1.15,-408.44,-16.67,0.07|
1377118,29,100.06,24.51,0,60,0.03,Unplugged,0,0.25,-0.25,-1.78,-631,0,inf|
1377368,32,100.07,24.51,0,60,0.04,Unplugged,-1,0.22,-0.14,-0.93,-327.76,-16.67,0.06|
1377618,30,100.08,24.51,0,60,0.04,Unplugged,0,0.2,-0.2,-1.42,-500.63,0,inf|
1377868,29,100.09,24.51,0,60,0.04,Unplugged,-1,0.17,-0.11,-0.72,-255.04,-16.67,0.04|
1378118,29,100.1,24.51,0,60,0.04,Unplugged,-1,0.15,-0.1,-0.63,-221.83,-16.67,0.04|
1378368,30,100.11,24.51,0,60,0.04,Unplugged,-1,0.13,-0.08,-0.53,-188.34,-16.67,0.03|
1378618,31,100.12,24.51,0,60,0.04,Unplugged,-1,0.11,-0.07,-0.45,-159.32,-16.67,0.03|
1378868,32,100.12,24.51,0,60,0.04,Unplugged,-2,0.09,-0.07,-0.48,-169.86,-33.33,0.01|
1379118,31,100.13,24.51,0,60,0.04,Unplugged,-1,0.07,-0.05,-0.3,-107.08,-16.67,0.02|
1379368,30,100.14,24.51,0,60,0.04,Unplugged,0,0.06,-0.06,-0.41,-143.75,0,inf|
1379618,32,100.14,24.51,0,60,0.04,Unplugged,0,0.04,-0.04,-0.31,-111.17,0,inf|
1379868,31,100.15,24.51,0,60,0.04,Unplugged,-1,0.03,-0.02,-0.13,-46.55,-16.67,0.01|
1380118,31,100.16,24.51,0,60,0.04,Unplugged,0,0.02,-0.02,-0.16,-57.58,0,inf|
1380368,31,100.16,24.51,0,60,0.04,Unplugged,-1,0.01,-0.01,-0.06,-19.98,-16.67,0.00|
1380618,30,100.17,24.51,0,60,0.04,Unplugged,0,0,0,-0.03,-11.89,0,inf|
1380868,31,100.17,24.51,0,60,0.03,Unplugged,-2,0,0,0.02,5.32,-33.33,-0.00|
1381118,29,100.18,24.51,0,60,0.03,Unplugged,-1,-0.01,0.01,0.03,12.33,-16.67,-0.00|
1381368,30,100.19,24.51,0,60,0.04,Unplugged,0,-0.02,0.02,0.11,38.17,0,inf|
1381618,30,100.19,24.51,0,60,0.04,Unplugged,-2,-0.02,0.02,0.11,38.37,-33.33,-0.00|
1381868,31,100.2,24.51,0,60,0.03,Unplugged,-2,-0.03,0.02,0.14,48.59,-33.33,-0.00|
1382118,31,100.2,24.51,0,60,0.03,Unplugged,-4,-0.03,0.03,0.19,67.63,-66.67,-0.00|
1382368,30,100.21,24.51,0,60,0.03,Unplugged,-3,-0.04,0.03,0.22,76.76,-50,-0.00|
1382618,30,100.21,24.51,0,60,0.03,Unplugged,-2,-0.04,0.03,0.21,75.61,-33.33,-0.01|
1382868,32,100.22,24.51,0,60,0.04,Unplugged,-2,-0.04,0.03,0.23,81.8,-33.33,-0.01|
1383118,30,100.22,24.51,0,60,0.04,Unplugged,-1,-0.05,0.03,0.2,70.24,-16.67,-0.01|
1383368,31,100.22,24.52,0,60,0.03,Unplugged,0,-0.05,0.05,0.35,124.62,0,inf|
1383618,32,100.23,24.51,0,60,0.03,Unplugged,-4,-0.05,0.04,0.3,106.66,-66.67,-0.00|
1383868,30,100.23,24.52,0,60,0.04,Unplugged,-2,-0.05,0.04,0.27,96.3,-33.33,-0.01|
1384118,31,100.23,24.52,0,60,0.04,Unplugged,-2,-0.05,0.04,0.28,100.5,-33.33,-0.01|
1384368,32,100.23,24.52,0,60,0.04,Unplugged,-3,-0.05,0.05,0.32,112.34,-50,-0.01|
1384618,30,100.24,24.52,0,60,0.04,Unplugged,-2,-0.06,0.04,0.3,104.36,-33.33,-0.01|
1384868,31,100.24,24.52,0,60,0.03,Unplugged,-1,-0.06,0.04,0.24,83.85,-16.67,-0.01|
1385118,31,100.24,24.52,0,60,0.04,Unplugged,-1,-0.06,0.04,0.23,82.37,-16.67,-0.01|
1385368,30,100.24,24.52,0,60,0.03,Unplugged,-2,-0.06,0.04,0.3,106.49,-33.33,-0.01|
1385618,30,100.25,24.52,0,60,0.03,Unplugged,-1,-0.06,0.04,0.24,84.6,-16.67,-0.01|
1385868,31,100.25,24.52,0,60,0.04,Unplugged,-1,-0.06,0.04,0.24,84.13,-16.67,-0.01|
1386118,31,100.25,24.52,0,60,0.03,Unplugged,-2,-0.06,0.04,0.3,107.32,-33.33,-0.01|
1386368,31,100.25,24.52,0,60,0.03,Unplugged,-3,-0.06,0.05,0.33,116.78,-50,-0.01|
1386618,32,100.26,24.52,0,60,0.04,Unplugged,-2,-0.06,0.04,0.31,109.6,-33.33,-0.01|
1386868,31,100.26,24.52,0,60,0.03,Unplugged,-3,-0.06,0.05,0.34,121.88,-50,-0.01|
1387118,31,100.26,24.52,0,60,0.03,Unplugged,-2,-0.06,0.05,0.31,110.76,-33.33,-0.01|
1387368,31,100.26,24.52,0,60,0.03,Unplugged,-1,-0.06,0.04,0.25,87.42,-16.67,-0.01|
1387618,31,100.26,24.52,0,60,0.04,Unplugged,-3,-0.06,0.05,0.35,122.36,-50,-0.01|
1387868,32,100.26,24.52,0,60,0.03,Unplugged,-2,-0.06,0.05,0.32,111.76,-33.33,-0.01|
1388118,29,100.26,24.52,0,60,0.04,Unplugged,-1,-0.06,0.04,0.24,84.93,-16.67,-0.01|
1388368,32,100.26,24.52,0,60,0.04,Unplugged,-1,-0.06,0.04,0.23,82.56,-16.67,-0.01|
1388618,33,100.26,24.52,0,60,0.04,Unplugged,0,-0.06,0.06,0.4,140.04,0,inf|
1388868,32,100.27,24.52,0,60,0.03,Unplugged,-3,-0.06,0.05,0.33,115.25,-50,-0.01|
1389118,33,100.27,24.52,0,60,0.04,Unplugged,-2,-0.06,0.04,0.31,108.47,-33.33,-0.01|
1389368,32,100.27,24.52,0,60,0.04,Unplugged,-1,-0.06,0.04,0.25,86.77,-16.67,-0.01|
1389618,32,100.27,24.52,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,111.53,-33.33,-0.01|
1389868,31,100.27,24.52,0,60,0.04,Unplugged,1,-0.06,0.14,1.11,392.18,16.67,0.07|
1390118,31,100.27,24.52,0,60,0.04,Unplugged,-2,-0.06,0.05,0.31,109.97,-33.33,-0.01|
1390368,32,100.27,24.52,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,111.56,-33.33,-0.01|
1390618,31,100.27,24.53,0,60,0.04,Unplugged,-3,-0.06,0.05,0.35,123.22,-50,-0.01|
1390868,31,100.27,24.52,0,60,0.04,Unplugged,-1,-0.06,0.04,0.25,87.55,-16.67,-0.01|
1391118,31,100.27,24.53,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,113,-33.33,-0.01|
1391368,33,100.27,24.53,0,60,0.04,Unplugged,-1,-0.06,0.04,0.24,86.49,-16.67,-0.01|
1391618,32,100.27,24.53,0,60,0.03,Unplugged,-1,-0.06,0.04,0.24,86.26,-16.67,-0.01|
1391868,32,100.27,24.53,0,60,0.04,Unplugged,-3,-0.06,0.05,0.34,120.79,-50,-0.01|
1392118,32,100.27,24.53,0,60,0.03,Unplugged,-1,-0.06,0.04,0.25,87.67,-16.67,-0.01|
1392368,33,100.27,24.53,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,112.48,-33.33,-0.01|
1392618,31,100.27,24.53,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,111.66,-33.33,-0.01|
1392868,33,100.27,24.53,0,60,0.04,Unplugged,-2,-0.06,0.05,0.31,111.24,-33.33,-0.01|
1393118,30,100.28,24.53,0,60,0.04,Unplugged,-1,-0.06,0.04,0.25,88.12,-16.67,-0.01|
1393368,32,100.28,24.53,0,60,0.04,Unplugged,-3,-0.06,0.05,0.35,122.27,-50,-0.01|
1393618,29,100.28,24.53,0,60,0.04,Unplugged,-1,-0.06,0.04,0.25,88.56,-16.67,-0.02|
1393868,31,100.28,24.53,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,113.66,-33.33,-0.01|
1394118,33,100.28,24.53,0,60,0.03,Unplugged,-3,-0.06,0.05,0.35,123.86,-50,-0.01|
1394368,30,100.28,24.53,0,60,0.04,Unplugged,-4,-0.06,0.05,0.37,130.62,-66.67,-0.01|
1394618,32,100.28,24.53,0,60,0.04,Unplugged,-2,-0.06,0.04,0.29,104.27,-33.33,-0.01|
1394868,31,100.28,24.53,0,60,0.04,Unplugged,-2,-0.06,0.04,0.3,106.37,-33.33,-0.01|
1395118,30,100.28,24.53,0,60,0.04,Unplugged,-1,-0.06,0.04,0.24,83.55,-16.67,-0.01|
1395368,31,100.28,24.53,0,60,0.04,Unplugged,-2,-0.06,0.04,0.31,108.24,-33.33,-0.01|
1395618,32,100.29,24.53,0,60,0.03,Unplugged,-1,-0.06,0.04,0.24,84.63,-16.67,-0.01|
1395868,31,100.29,24.53,0,60,0.04,Unplugged,-1,-0.06,0.03,0.23,81.47,-16.67,-0.01|
1396118,31,100.29,24.53,0,60,0.03,Unplugged,-2,-0.06,0.04,0.3,105.78,-33.33,-0.01|
1396368,31,100.29,24.53,0,60,0.04,Unplugged,-3,-0.06,0.05,0.33,116.08,-50,-0.01|
1396618,32,100.29,24.53,0,60,0.04,Unplugged,-2,-0.06,0.04,0.3,104.95,-33.33,-0.01|
1396868,31,100.29,24.53,0,60,0.04,Unplugged,-2,-0.06,0.04,0.3,106.85,-33.33,-0.01|
1397118,30,100.29,24.53,0,60,0.04,Unplugged,-2,-0.06,0.04,0.3,106.7,-33.33,-0.01|
1397368,31,100.29,24.53,0,60,0.03,Unplugged,-2,-0.06,0.04,0.3,105.22,-33.33,-0.01|
1397618,32,100.29,24.53,0,60,0.04,Unplugged,-1,-0.06,0.04,0.24,84.43,-16.67,-0.01|
1397868,32,100.29,24.53,0,60,0.04,Unplugged,-3,-0.06,0.05,0.34,119.27,-50,-0.01|
1398118,33,100.29,24.53,0,60,0.04,Unplugged,-1,-0.06,0.04,0.24,86.57,-16.67,-0.01|
1398368,33,100.29,24.53,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,113.31,-33.33,-0.01|
1398618,32,100.29,24.54,0,60,0.04,Unplugged,0,-0.06,0.06,0.43,153.35,0,inf|
1398868,32,100.29,24.54,0,60,0.03,Unplugged,-2,-0.06,0.05,0.32,112.68,-33.33,-0.01|
1399118,32,100.29,24.54,0,60,0.04,Unplugged,-3,-0.06,0.05,0.36,127.45,-50,-0.01|
1399368,32,100.29,24.54,0,60,0.04,Unplugged,-1,-0.06,0.04,0.26,90.99,-16.67,-0.02|
1399618,33,100.29,24.54,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,113.44,-33.33,-0.01|
1399868,30,100.29,24.54,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,114.19,-33.33,-0.01|
1400118,31,100.29,24.54,0,60,0.04,Unplugged,-2,-0.06,0.05,0.32,111.66,-33.33,-0.01|
1400368,32,100.29,24.54,0,60,0.04,Unplugged,-2,-0.06,0.04,0.31,108.92,-33.33,-0.01|
,32,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,34,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,34,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,34,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,33,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,30,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,31,100.29,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,30,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,31,100.3,,,,,,,,,,,,
,32,100.3,,,,,,,,,,,,
,33,100.31,,,,,,,,,,,,
,34,100.28,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,32,100.29,,,,,,,,,,,,
,33,100.3,,,,,,,,,,,,
,31,100.31,,,,,,,,,,,,
,32,100.31,,,,,,,,,,,,
,30,100.32,,,,,,,,,,,,
,33,100.32,,,,,,,,,,,,
,32,100.32,,,,,,,,,,,,
,34,100.31,,,,,,,,,,,,
,32,100.07,,,,,,,,,,,,
,28,99.49,,,,,,,,,,,,
,27,98.64,,,,,,,,,,,,
,29,97.72,,,,,,,,,,,,
,28,96.86,,,,,,,,,,,,
,28,96.11,,,,,,,,,,,,
,27,95.49,,,,,,,,,,,,
,26,94.98,,,,,,,,,,,,
,29,94.56,,,,,,,,,,,,
,25,94.21,,,,,,,,,,,,
,26,93.92,,,,,,,,,,,,
,27,93.67,,,,,,,,,,,,
,25,93.46,,,,,,,,,,,,
,26,93.27,,,,,,,,,,,,
,27,93.11,,,,,,,,,,,,
,27,92.96,,,,,,,,,,,,
,27,92.82,,,,,,,,,,,,
,25,92.69,,,,,,,,,,,,
,26,92.56,,,,,,,,,,,,
,26,92.44,,,,,,,,,,,,
,27,92.33,,,,,,,,,,,,
,24,92.21,,,,,,,,,,,,
,24,92.08,,,,,,,,,,,,
,25,91.93,,,,,,,,,,,,
,24,91.73,,,,,,,,,,,,
,24,91.38,,,,,,,,,,,,
,25,91.13,,,,,,,,,,,,
,25,91.05,,,,,,,,,,,,
,24,91.09,,,,,,,,,,,,
,25,91.19,,,,,,,,,,,,
,25,91.35,,,,,,,,,,,,
,25,91.55,,,,,,,,,,,,
,26,91.76,,,,,,,,,,,,
,24,91.99,,,,,,,,,,,,
,25,92.22,,,,,,,,,,,,
,25,92.45,,,,,,,,,,,,
,25,92.68,,,,,,,,,,,,
,25,92.9,,,,,,,,,,,,
,27,93.12,,,,,,,,,,,,
,27,93.34,,,,,,,,,,,,
,25,93.54,,,,,,,,,,,,
,25,93.74,,,,,,,,,,,,
,25,93.94,,,,,,,,,,,,
,25,94.12,,,,,,,,,,,,
,26,94.3,,,,,,,,,,,,
,25,94.48,,,,,,,,,,,,
,25,94.65,,,,,,,,,,,,
,25,94.81,,,,,,,,,,,,
,27,94.97,,,,,,,,,,,,
,27,95.12,,,,,,,,,,,,
,27,95.27,,,,,,,,,,,,
,27,95.41,,,,,,,,,,,,
,25,95.55,,,,,,,,,,,,
,25,95.69,,,,,,,,,,,,
,26,95.82,,,,,,,,,,,,
,27,95.95,,,,,,,,,,,,
,28,96.08,,,,,,,,,,,,
,26,96.2,,,,,,,,,,,,
,28,96.32,,,,,,,,,,,,
,26,96.44,,,,,,,,,,,,
,29,96.56,,,,,,,,,,,,
,29,96.67,,,,,,,,,,,,
,27,96.78,,,,,,,,,,,,
,29,96.89,,,,,,,,,,,,
,27,96.99,,,,,,,,,,,,
,29,97.1,,,,,,,,,,,,
,29,97.2,,,,,,,,,,,,
,29,97.3,,,,,,,,,,,,
,28,97.4,,,,,,,,,,,,
,28,97.49,,,,,,,,,,,,
,27,97.58,,,,,,,,,,,,
,29,97.67,,,,,,,,,,,,
,28,97.76,,,,,,,,,,,,
,28,97.85,,,,,,,,,,,,
,27,97.93,,,,,,,,,,,,
